source,endpoint,species,system,unit,value,log10_value,SMILES,canonical_SMILES,InChIKey,DTXSID,CAS,is_PFAS,note
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,10.7,1.0293837776852097,Cc1c2ccncc2cc2c3cc(OCCCN4CCOCC4)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCCCN4CCOCC4)ccc3n(C)c12,HUCIYQLMVLPNIG-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,10.7,1.0293837776852097,Cc1c2ccncc2cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,SYEYWSCEDITGAC-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,46.2,1.6646419755561255,Cc1c2ccncc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,VODFSJCYWYARKS-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,48.9,1.6893088591236203,CNC(=O)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,CNC(=O)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,RNPWALZBICWFTG-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,12.6,1.100370545117563,Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,AHGLJDLDQNUHIQ-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,13.6,1.1335389083702174,Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,JRCOKRYFHGGLFE-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,17.6,1.24551266781415,Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,CXMUOSSEOLEKAV-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,12.7,1.1038037209559568,CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,ULHNVLFLBKDOGR-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,90.7,1.9576072870600953,COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,JHLNPYDMZQGEQH-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,112.1,2.049605612594973,COc1ccc2oc3c(C)c4ccncc4cc3c2c1,COc1ccc2oc3c(C)c4ccncc4cc3c2c1,NXBXSTINAJINGK-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,18.7,1.271841606536499,Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,HWUQJQGTYYWOTM-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,65.7,1.8175653695597809,Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,WHPPYWVLTFEABB-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,29.0,1.462397997898956,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,PJJGOQUBHGAHMP-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,45.5,1.6580113966571124,Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,VMMMZNROCZHKKD-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,73.4,1.8656960599160706,Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,HFWMKDVXMCOFSG-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,41.1,1.6138418218760693,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,QDOLUGVYDDWBSA-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,16.4,1.2148438480476977,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,HMXJXCXSSYYKLH-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,40.0,1.6020599913279623,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,ZDGBZGMFJLFJRC-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,11.7,1.0681858617461617,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,XSIWDCPBVQSVCG-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,15.6,1.1931245983544616,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,JXVGAOSIWCECIX-OAQYLSRUSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,33.0,1.5185139398778875,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,DMZOZOVLKKRLNA-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,21.5,1.3324384599156054,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,MGJXMWVFEVABNG-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,18.4,1.2648178230095364,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,XFUIRWQMJDCYFD-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,26.6,1.424881636631067,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,AOENAIMOFHGPSU-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,13.2,1.1205739312058498,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,SZMVQRDLZDDLNB-AWEZNQCLSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,20.6,1.3138672203691535,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,BQJXCSYIIMSFIY-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,19.5,1.290034611362518,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,BIEFWUVLVISLMH-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,22.7,1.3560258571931227,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,MCEANWLZDWAFDG-OAQYLSRUSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,11.2,1.0492180226701815,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,JKPKCANWNSFNHA-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,136.7,2.1357685145678222,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,RVLCVDOLLAAYOW-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,27.9,1.4456042032735976,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,PUXULNYLULOBOK-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,20.0,1.3010299956639813,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,CHGVXGVUXOFMDW-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,12.9,1.110589710299249,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,QOPPIJCRHVWHRZ-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,12.6,1.100370545117563,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,ZAIDHFUTPPNCNS-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,24.7,1.3926969532596658,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,VQTIRDIGQRGOEK-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,15.7,1.1958996524092338,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,CMMADLPKWGRBTO-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,104.8,2.0203612826477078,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,PHEHTXVSVUWWEY-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,22.8,1.3579348470004537,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,QRJNYDZOQBQFSF-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,25.4,1.404833716619938,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,OCYPRAQBAQOJHZ-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,13.5,1.130333768495006,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,MMHKTYGAICTCOT-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,20.6,1.3138672203691535,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,POFNBRZYIWJHIF-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,19.9,1.2988530764097066,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,KVFWNYWERQMEAP-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,33.4,1.5237464668115646,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,LUXZLEXWSKQCLG-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,14.0,1.146128035678238,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,ZZLAOOHYUZEHBW-CYBMUJFWSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,22.0,1.3424226808222062,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,JKPAGNUASKWIOR-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,9.6,0.9822712330395684,NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,VHTGSPCNAFPDJX-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,17.1,1.2329961103921538,Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,ZZLAOOHYUZEHBW-ZDUSSCGKSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,148.1,2.1705550585212086,Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,DHWUJOPBWIKJRH-INIZCTEOSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,30.8,1.4885507165004443,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,XUTMXCOCXRPTJC-ZDUSSCGKSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,20.4,1.3096301674258988,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,XGHSNUFFPMUWLV-LBPRGKRZSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,44.2,1.6454222693490919,NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,TZPCKTAOWPVTED-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,15.3,1.1846914308175989,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,MNIFNMKMDLBWBH-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,15.4,1.187520720836463,CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,GVMLBQQNZQBXQS-HNNXBMFYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,17.1,1.2329961103921538,COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,ODIMWTPBFJZALL-HNNXBMFYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,54.2,1.7339992865383869,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,NPSVQWUYSGXYFP-ZDUSSCGKSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,16.0,1.2041199826559248,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,HOGCTUZBVINMCO-LBPRGKRZSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,27.9,1.4456042032735976,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,DINDPLMBOYRYPT-LBPRGKRZSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,16.0,1.2041199826559248,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,DINDPLMBOYRYPT-GFCCVEGCSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,77.6,1.8898617212581883,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,DANOYGGOPMKKQN-UHFFFAOYSA-N,,,False,
ExpansionRX_HLM,in_vitro_CLint,human,microsome,µL/min/mg protein,19.6,1.2922560713564761,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,WJPKNBYMTLHPAA-UHFFFAOYSA-N,,,False,
